region,year,scenario,tau,plan_id,premium_obs,premium_cf,premium_change,share_obs,share_cf,mc,commission_pmpm,markup_cf,cs_weighted,nleqslv_termcd,nleqslv_iter
1,2017,observed,NA,HN_G,647.36,710.1910642071522,62.83106420715217,0.0026584831497946,0.0012438517062789626,691.0637246530125,22.65759999999912,19.127339554139667,-6.860642417447977,4,100
1,2017,observed,NA,HN_P,764.84,1604.053776359982,839.213776359982,9.665918413298772e-4,1.254084008048574e-4,1567.1468644301722,26.76939999999913,36.906911929809894,-6.860642417447977,4,100
1,2017,observed,NA,HN_SIL,519.39,1090.1400201205827,570.7500201205827,0.03632940123758599,5.504979125706825e-4,1102.7624997719402,18.178650000000868,-12.62247965135748,-6.860642417447977,4,100
1,2017,observed,NA,KA_BR,291.25,165.89032525441442,-125.35967474558558,0.06579656217645961,0.09610945644607397,37.794118297703136,6.25,128.09620695671128,-6.860642417447977,4,100
1,2017,observed,NA,KA_BR_HSA,293.65,165.8955384743528,-127.75446152564717,0.02890630159079875,0.04272174810324901,37.796903020502015,6.25,128.0986354538508,-6.860642417447977,4,100
1,2017,observed,NA,KA_G,465.46,1191.7871124776666,726.3271124776666,0.02085546109047388,6.0410469443378924e-5,1243.5752660623468,6.25,-51.78815358468023,-6.860642417447977,4,100
1,2017,observed,NA,KA_G_COIN,444.76,1156.607576921341,711.847576921341,0.02783818196599172,6.474978203301071e-5,1234.3852718205685,6.25,-77.77769489922753,-6.860642417447977,4,100
1,2017,observed,NA,KA_P,513.73,1251.3725714566697,737.6425714566697,0.01083796838286868,5.4816643420711084e-5,1495.1559967064977,6.25,-243.78342524982804,-6.860642417447977,4,100
1,2017,observed,NA,KA_SIL,401.6,281.79790551659573,-119.80209448340429,0.15024161635963118,0.3589531165695558,275.1950376777311,6.25,6.602867838864654,-6.860642417447977,4,100
1,2018,zero_tau0.50,0.5,ANT_BR,373.18,315.2020426581385,-57.9779573418615,0.04065221187905889,0.03860573335772166,333.8456293463898,0,-18.643586688251276,-7.354836208776681,3,58
1,2018,zero_tau0.50,0.5,ANT_BR_HSA,398.63,315.1153522566827,-83.51464774331731,0.01708602160273725,0.017161587590159448,333.84454961813503,0,-18.72919736145235,-7.354836208776681,3,58
